City,City_ID,Latitude,Longitutde,Country,Max Temp,Humidity,Cloudiness,Wind Speed,Date
Gorontalo,1643837,0.5412,123.0595,ID,29.79,74,100,1.07,2022-03-20 02:55:31
Kosh-Agach,1502422,50.0,88.6667,RU,-14.19,91,99,0.79,2022-03-20 02:57:42
Pervomayskoye,797213,43.919,46.7102,RU,-2.64,66,90,2.63,2022-03-20 02:57:43
Boa Vista,3664980,2.8197,-60.6733,BR,26.99,69,40,5.14,2022-03-20 02:56:53
Humaitá,3664078,-7.5061,-63.0208,BR,23.45,98,92,1.09,2022-03-20 02:57:38
General Cepeda,4005870,25.3833,-101.45,MX,12.43,55,0,2.4,2022-03-20 02:57:45
Tingo María,3691348,-9.2895,-76.0088,PE,20.58,98,100,0.92,2022-03-20 02:57:38
Havelock,4470244,34.8791,-76.9013,US,20.55,92,95,3.58,2022-03-20 02:57:44
Bubaque,2374583,11.2833,-15.8333,GW,24.24,62,5,5.05,2022-03-20 02:57:47
Fort Saint James,5881688,54.4333,-124.25,CA,-2.6,85,83,1.54,2022-03-20 02:57:48
Roebourne,2062276,-20.7833,117.1333,AU,34.48,40,18,2.42,2022-03-20 02:53:33
Port Blair,1259385,11.6667,92.75,IN,26.02,89,75,1.54,2022-03-20 02:57:51
Philadelphia,4560349,39.9523,-75.1638,US,15.57,90,4,2.24,2022-03-20 02:55:05
Hidrolândia,3398457,-4.4081,-40.4378,BR,21.74,96,40,0.73,2022-03-20 02:57:53
Bonfim,3405215,3.0833,-59.95,BR,24.94,79,85,3.54,2022-03-20 02:57:53
Balestrand,3162116,61.2076,6.5334,NO,-0.01,91,35,1.83,2022-03-20 02:57:54
Lashio,1314759,22.9333,97.75,MM,29.44,24,97,0.88,2022-03-20 02:57:55
Tezu,1254709,27.9167,96.1667,IN,31.5,22,86,1.22,2022-03-20 02:57:56
Guánica,4565090,17.9716,-66.908,PR,25.51,77,0,3.64,2022-03-20 02:57:57
Bilma,2446796,18.6853,12.9164,NE,22.86,5,3,2.75,2022-03-20 02:57:58
Solnechnyy,2016307,50.7214,136.6319,RU,-4.41,81,96,2.24,2022-03-20 02:57:59
Tilichiki,2120591,60.4667,166.1,RU,-3.57,92,100,2.43,2022-03-20 02:58:00
Lexington,4297983,37.9887,-84.4777,US,6.18,85,100,5.14,2022-03-20 02:58:01
Monte Santo,3456820,-10.4378,-39.3328,BR,20.79,86,36,2.48,2022-03-20 02:58:02
Dogondoutchi,2445553,13.6393,4.0287,NE,26.54,13,92,2.94,2022-03-20 02:58:03
Yaan,2338660,7.3833,8.5667,NG,26.64,70,66,3.66,2022-03-20 02:58:05
Muisne,3653967,0.6,-80.0333,EC,25.16,86,100,2.09,2022-03-20 02:58:05
Juba,373303,4.8517,31.5825,SS,29.11,36,97,0.93,2022-03-20 02:58:06
Port Macquarie,2152659,-31.4333,152.9167,AU,26.05,57,39,6.16,2022-03-20 02:54:44
Hualmay,3939761,-11.0964,-77.6139,PE,21.2,81,100,3.7,2022-03-20 02:58:09
Bilibino,2126682,68.0546,166.4372,RU,-13.22,77,51,1.3,2022-03-20 02:58:09
Doha,290030,25.2867,51.5333,QA,16.94,63,0,3.09,2022-03-20 02:58:11
Port Moresby,2088122,-9.4431,147.1797,PG,32.68,62,20,5.14,2022-03-20 02:57:10
Hirara,1862505,24.8,125.2833,JP,23.15,64,20,6.17,2022-03-20 02:58:13
Inhambane,1045114,-23.865,35.3833,MZ,23.25,61,98,3.75,2022-03-20 02:58:14
Zhangjiakou,2033196,40.81,114.8794,CN,-0.75,66,4,3.06,2022-03-20 02:57:08
Tuatapere,2180815,-46.1333,167.6833,NZ,19.15,55,44,2.68,2022-03-20 02:58:15
Udachny,2014624,66.4167,112.4,RU,-11.97,84,100,5.22,2022-03-20 02:54:46
Saurimo,145531,-9.6608,20.3916,AO,17.15,98,34,1.67,2022-03-20 02:56:14
Zhigansk,2012530,66.7697,123.3711,RU,-14.18,91,100,12.4,2022-03-20 02:58:18
Traverse City,5012495,44.7631,-85.6206,US,2.11,99,100,0.89,2022-03-20 02:58:18
Amurzet,2027740,47.6967,131.0981,RU,-3.22,65,100,3.42,2022-03-20 02:58:19
Beipiao,2038342,41.7919,120.7792,CN,4.32,26,22,3.67,2022-03-20 02:57:12
Comodoro Rivadavia,3860443,-45.8667,-67.5,AR,10.92,50,0,5.66,2022-03-20 02:55:52
Dūngarpur,1272201,23.8333,73.7167,IN,29.67,16,3,3.02,2022-03-20 02:54:42
Bandarbeyla,64814,9.4942,50.8122,SO,24.34,74,4,3.48,2022-03-20 02:58:23
Hambantota,1244926,6.1241,81.1185,LK,26.19,100,20,2.06,2022-03-20 02:58:24
Iglesias,2524533,39.3114,8.535,IT,11.68,91,100,3.08,2022-03-20 02:58:26
Sorong,1626542,-0.8833,131.25,ID,29.2,71,99,3.5,2022-03-20 02:58:27
Winkler,6183204,49.1817,-97.941,CA,3.43,75,66,2.57,2022-03-20 02:58:28
Lixouri,258175,38.2019,20.4314,GR,5.59,61,17,8.08,2022-03-20 02:58:29
Deputatsky,2028164,69.3,139.9,RU,-15.76,83,78,0.86,2022-03-20 02:58:29
Châteaudun,3026285,48.0833,1.3333,FR,5.53,69,4,3.72,2022-03-20 02:55:56
Barcelos,2742416,41.5388,-8.6151,PT,14.95,64,100,1.77,2022-03-20 02:55:29
Cap-aux-Meules,5915327,47.3821,-61.8597,CA,-1.97,80,100,5.66,2022-03-20 02:58:34
Caravelas,3466980,-17.7125,-39.2481,BR,23.11,91,0,1.55,2022-03-20 02:58:34
Saint-Joseph,6690296,-21.3667,55.6167,RE,24.21,91,86,4.49,2022-03-20 02:58:35
Ponta do Sol,2264557,32.6667,-17.1,PT,15.59,76,49,6.62,2022-03-20 02:58:36
Noril'sk,1497337,69.3535,88.2027,RU,-7.54,94,100,3.95,2022-03-20 02:56:16
Vestmannaeyjar,3412093,63.4427,-20.2734,IS,7.91,94,100,16.42,2022-03-20 02:58:38
Laguna,5364271,38.421,-121.4238,US,15.07,76,100,3.6,2022-03-20 02:58:39
Lompoc,5367788,34.6391,-120.4579,US,13.9,88,75,4.47,2022-03-20 02:58:39
Nochistlán de Mejía,3994912,21.3667,-102.85,MX,18.27,11,35,0.54,2022-03-20 02:58:40
Kloulklubed,7671223,7.0419,134.2556,PW,28.95,78,75,7.11,2022-03-20 02:58:41
Rosarito,3988392,32.3333,-117.0333,MX,15.78,78,100,3.4,2022-03-20 02:58:42
Ust'-Karsk,2013942,52.7011,118.8077,RU,-7.38,75,83,0.78,2022-03-20 02:58:43
Kieta,2094027,-6.2167,155.6333,PG,30.03,63,96,1.84,2022-03-20 02:58:44
Verāval,1253237,20.9,70.3667,IN,25.6,70,3,6.01,2022-03-20 02:58:45
Ures,3980782,29.4333,-110.4,MX,20.47,12,4,2.6,2022-03-20 02:58:45
Kuching,1735634,1.55,110.3333,MY,29.12,74,40,2.06,2022-03-20 02:56:03
São José da Coroa Grande,3388456,-8.8978,-35.1478,BR,25.63,82,6,2.45,2022-03-20 02:58:47
Arraial do Cabo,3471451,-22.9661,-42.0278,BR,24.88,88,25,8.41,2022-03-20 02:58:48
Gijang,1842966,35.2442,129.2139,KR,9.85,61,97,2.27,2022-03-20 02:57:48
Yerbogachën,2012956,61.2767,108.0108,RU,-7.05,91,100,5.88,2022-03-20 02:58:50
Lufilufi,4035249,-13.8745,-171.5986,WS,32.88,68,71,8.16,2022-03-20 02:58:52
San Isidro,3929631,-12.1167,-77.05,PE,19.17,23,20,3.09,2022-03-20 02:58:53
Llaillay,3883035,-32.85,-70.9667,CL,22.36,41,68,0.87,2022-03-20 02:58:53
La Ronge,6050066,55.1001,-105.2842,CA,2.14,60,20,1.03,2022-03-20 02:58:54
Cairo,360630,30.0626,31.2497,EG,10.58,61,0,6.69,2022-03-20 02:54:57
Padang,1633419,-0.9492,100.3543,ID,27.03,67,100,1.29,2022-03-20 02:54:22
Port Lincoln,2063036,-34.7333,135.8667,AU,21.9,63,85,4.27,2022-03-20 02:58:58
Muroto-misakicho,1856392,33.2833,134.15,JP,11.53,54,21,3.09,2022-03-20 02:57:03
Brodokalmak,1508802,55.5748,62.082,RU,-5.5,90,100,4.98,2022-03-20 02:58:59
Parfen'yevo,512576,58.484,43.4088,RU,-2.28,87,100,4.69,2022-03-20 02:59:00
Desbiens,7535694,48.4178,-71.9495,CA,-1.02,94,100,6.2,2022-03-20 02:59:01
Petropavlovsk-Kamchatskiy,2122104,53.0452,158.6483,RU,1.33,93,75,3.0,2022-03-20 02:55:52
Naroda,1261768,23.0833,72.6667,IN,24.98,78,2,3.09,2022-03-20 02:59:03
Kiryat Gat,293842,31.61,34.7642,IL,9.34,100,100,2.64,2022-03-20 02:59:04
Monrovia,2274895,6.3005,-10.7969,LR,25.25,85,100,0.37,2022-03-20 02:59:05
Tabas,113659,33.5959,56.9244,IR,12.85,26,1,0.38,2022-03-20 02:58:32
Vytegra,469960,61.0064,36.4481,RU,-1.13,93,54,4.35,2022-03-20 02:59:06
Oranjemund,3354071,-28.55,16.4333,NA,22.16,67,0,0.72,2022-03-20 02:59:07
Beloha,1067565,-25.1667,45.05,MG,17.89,74,11,3.41,2022-03-20 02:59:08
Okoneshnikovo,1496329,54.8377,75.0834,RU,-14.33,85,98,5.22,2022-03-20 02:56:50
Red Bluff,5570065,40.1785,-122.2358,US,11.4,85,54,1.71,2022-03-20 02:59:10
Cayenne,3382160,4.9333,-52.3333,GF,25.05,1,100,1.54,2022-03-20 02:59:10
Mananjary,1061335,-21.2167,48.3333,MG,22.94,82,100,3.37,2022-03-20 02:59:11
Muzaffarabad,1169607,34.37,73.4711,PK,21.7,46,52,1.26,2022-03-20 02:58:04
Koumra,2429605,8.9126,17.5539,TD,26.97,13,50,3.39,2022-03-20 02:56:51
Samarai,2132606,-10.6167,150.6667,PG,31.01,66,82,5.63,2022-03-20 02:59:14
Bambanglipuro,1650434,-7.95,110.2833,ID,28.83,73,91,3.38,2022-03-20 02:59:15
Stykkisholmur,3412888,65.0757,-22.7297,IS,-0.01,99,100,5.42,2022-03-20 02:59:15
Krasnosel'kup,1502073,65.7,82.4667,RU,-2.77,97,100,6.17,2022-03-20 02:59:16
Luwuk,1637001,-0.9516,122.7875,ID,29.75,72,100,1.09,2022-03-20 02:57:31
Dicabisagan,1715015,17.0818,122.4157,PH,29.47,70,46,1.99,2022-03-20 02:59:18
Provideniya,4031574,64.3833,-173.3,RU,-11.93,75,0,1.27,2022-03-20 02:59:19
Puerto Quijarro,3444201,-17.7833,-57.7667,BO,23.54,89,96,3.27,2022-03-20 02:59:20
Wajir,178443,1.7471,40.0573,KE,24.55,61,7,6.0,2022-03-20 02:59:21
Tegul'det,1489822,57.3064,88.1667,RU,-7.13,91,100,5.68,2022-03-20 02:59:21
Baruun-Urt,2032614,46.6806,113.2792,MN,-6.43,43,21,4.21,2022-03-20 02:59:22
Hamilton,4513583,39.1834,-84.5333,US,5.89,91,100,1.34,2022-03-20 02:59:23
Hof,2902768,50.3167,11.9167,DE,2.57,61,0,6.26,2022-03-20 02:55:42
Mehamn,778707,71.0357,27.8492,NO,1.25,68,100,13.36,2022-03-20 02:59:25
Santa Maria,3450083,-29.6842,-53.8069,BR,16.61,72,0,3.6,2022-03-20 02:59:26
Hasaki,2112802,35.7333,140.8333,JP,14.22,53,99,2.2,2022-03-20 02:59:01
Ekibastuz,1524325,51.6667,75.3667,KZ,-14.38,94,88,2.59,2022-03-20 02:57:47
Sungai Penuh,1625929,-2.0833,101.3833,ID,24.05,61,95,1.39,2022-03-20 02:58:00
Carauari,3664659,-4.8828,-66.8958,BR,22.34,99,100,1.22,2022-03-20 02:59:29
Brae,2654970,60.3964,-1.353,GB,7.15,68,77,11.96,2022-03-20 02:59:30
Mahabalipuram,1263997,12.6264,80.1722,IN,29.03,74,86,5.4,2022-03-20 02:59:32
Dajal,1180752,29.5577,70.3762,PK,27.64,31,0,2.71,2022-03-20 02:59:33
Soe,1626703,-9.8607,124.284,ID,27.56,54,98,1.29,2022-03-20 02:59:34
Barentu,342711,15.1139,37.5928,ER,22.27,47,60,1.09,2022-03-20 02:59:35
Sambava,1056899,-14.2667,50.1667,MG,24.59,90,100,2.67,2022-03-20 02:59:36
Hong Kong,1819729,22.2855,114.1577,HK,22.76,90,97,9.39,2022-03-20 02:58:25
Grand-Bourg,3579250,15.8835,-61.3148,GP,25.11,77,4,10.26,2022-03-20 02:59:37
Tabou,2281120,4.423,-7.3528,CI,25.49,91,71,2.59,2022-03-20 02:59:00
Evanston,4891382,42.0411,-87.6901,US,5.06,92,100,0.45,2022-03-20 02:59:39
Ciudad Bolivar,3645532,8.1222,-63.5497,VE,25.25,76,74,6.27,2022-03-20 02:59:40
Calamar,3687972,10.2511,-74.9146,CO,27.17,71,84,1.98,2022-03-20 02:59:41
Tsiroanomandidy,1054463,-18.7667,46.0333,MG,19.61,98,100,1.65,2022-03-20 02:59:42
Forsytheganj,10722858,52.6333,29.7333,BY,-2.12,90,29,2.39,2022-03-20 02:59:43
Pimentel,3693584,-6.8367,-79.9342,PE,21.96,80,100,5.42,2022-03-20 02:59:46
Rāwah,92004,34.4816,41.9093,IQ,5.48,71,36,5.45,2022-03-20 02:59:47
Salalah,286621,17.0151,54.0924,OM,23.12,21,2,4.31,2022-03-20 02:56:46
Bathsheba,3374083,13.2167,-59.5167,BB,25.34,78,40,9.26,2022-03-20 02:59:49
Puerto del Rosario,2512186,28.5004,-13.8627,ES,15.86,72,0,4.12,2022-03-20 02:59:51
Pargas,642673,60.3067,22.301,FI,2.3,93,6,2.22,2022-03-20 02:59:52
Dargaville,2191911,-35.9333,173.8833,NZ,17.98,92,100,7.18,2022-03-20 02:59:52
Poum,2138555,-20.2333,164.0167,NC,26.17,83,100,6.54,2022-03-20 02:59:53
Mponela,926087,-13.5319,33.7401,MW,16.5,99,100,2.4,2022-03-20 02:59:54
Miandrivazo,1059051,-19.5167,45.4667,MG,24.89,89,100,1.18,2022-03-20 02:59:55
Balkhash,1525798,46.844,74.9804,KZ,-6.66,86,20,2.0,2022-03-20 02:59:56
Sabzawār,118063,36.2126,57.6819,IR,0.6,75,0,8.23,2022-03-20 02:55:26
Luchegorsk,2020689,46.4764,134.2569,RU,-3.39,76,100,1.32,2022-03-20 02:57:40
Jalu,86049,29.0331,21.5482,LY,11.11,53,56,10.14,2022-03-20 03:00:01
Beckley,4798308,37.7782,-81.1882,US,8.1,71,100,1.34,2022-03-20 03:00:01
Lima,3936456,-12.0432,-77.0282,PE,18.55,23,97,2.86,2022-03-20 03:00:02
Yoichi,2129218,43.2039,140.7703,JP,1.72,73,100,6.69,2022-03-20 02:57:10
Nicoya,3622716,10.1483,-85.452,CR,26.04,69,99,4.02,2022-03-20 02:57:34
Nishihara,1855342,26.1842,127.7558,JP,21.6,73,75,4.12,2022-03-20 03:00:06
Dalby,2169535,-27.1833,151.2667,AU,27.91,39,4,4.16,2022-03-20 02:59:02
Yakeshi,2033536,49.2833,120.7333,CN,-10.19,78,99,1.35,2022-03-20 02:57:14
Vernon,6173864,50.2581,-119.2691,CA,5.63,58,100,1.82,2022-03-20 03:00:09
Natal,3394023,-5.795,-35.2094,BR,24.36,100,20,1.54,2022-03-20 03:00:10
Alice Springs,2077895,-23.7,133.8833,AU,33.75,20,0,6.17,2022-03-20 02:56:35
Fairbanks,5861897,64.8378,-147.7164,US,-4.99,62,100,2.57,2022-03-20 02:56:34
Biak,1637001,-0.9131,122.8766,ID,28.4,70,100,0.53,2022-03-20 03:00:13
Amalāpuram,1278935,16.5833,82.0167,IN,29.23,60,41,1.74,2022-03-20 03:00:14
Olafsvik,3414079,64.8945,-23.7142,IS,0.51,95,100,3.9,2022-03-20 03:00:14
Mahébourg,934322,-20.4081,57.7,MU,25.14,84,41,1.58,2022-03-20 03:00:15
Porangatu,3453014,-13.4408,-49.1486,BR,22.8,80,43,1.26,2022-03-20 03:00:16
Mandalgovi,2030065,45.7625,106.2708,MN,-7.78,35,6,2.57,2022-03-20 02:59:06
Srīvardhan,1255619,18.0333,73.0167,IN,26.27,73,92,0.86,2022-03-20 03:00:18
Mabaruma,3377301,8.2,-59.7833,GY,22.61,97,87,1.55,2022-03-20 03:00:19
Maksatikha,531979,57.797,35.8825,RU,-1.15,92,13,3.82,2022-03-20 03:00:20
Suna,486236,57.8338,50.0588,RU,-1.37,94,100,5.14,2022-03-20 03:00:21
Morón,3430545,-34.6534,-58.6198,AR,16.66,72,77,1.2,2022-03-20 03:00:22
Sawtell,2150163,-30.3833,153.1,AU,26.21,50,40,6.69,2022-03-20 03:00:23
Chico,5336269,39.7285,-121.8375,US,12.75,71,98,1.37,2022-03-20 02:57:48
Umm Kaddadah,364933,13.6017,26.6876,SD,18.18,10,51,6.04,2022-03-20 03:00:25
Severodvinsk,496285,64.5635,39.8302,RU,3.06,93,99,5.98,2022-03-20 02:55:48
Moog,1699246,8.6011,124.4658,PH,28.51,78,95,2.03,2022-03-20 03:00:28
Amapá,3407762,1.0,-52.0,BR,21.59,99,75,0.65,2022-03-20 03:00:28
Aquin,3731095,18.2833,-73.4,HT,24.42,75,8,0.68,2022-03-20 03:00:30
Lundamo,3146831,63.1333,10.3,NO,0.55,77,85,2.3,2022-03-20 03:00:31
Chokurdakh,2126123,70.6333,147.9167,RU,-18.15,89,100,2.87,2022-03-20 03:00:31
Illapel,3887344,-31.6308,-71.1653,CL,21.49,48,13,0.81,2022-03-20 03:00:33
Jutaí,3663693,-5.1833,-68.9,BR,22.78,99,100,0.61,2022-03-20 03:00:34
Custoias,2740174,41.1053,-7.321,PT,9.88,65,100,0.88,2022-03-20 03:00:35
Chicama,3698359,-7.8447,-79.1469,PE,22.31,74,100,2.54,2022-03-20 03:00:36
Margate,2643044,51.3813,1.3862,GB,7.61,68,0,2.24,2022-03-20 03:00:37
Tahlequah,4552707,35.9154,-94.97,US,12.25,61,0,0.0,2022-03-20 03:00:37
Lorengau,2092164,-2.0226,147.2712,PG,30.4,62,65,4.16,2022-03-20 03:00:38
Anadyr,2127202,64.75,177.4833,RU,-18.24,92,55,1.45,2022-03-20 03:00:39
Belmonte,3470137,-15.8631,-38.8828,BR,24.36,84,1,1.04,2022-03-20 03:00:40
Nouadhibou,2377457,20.931,-17.0347,MR,16.99,77,0,8.75,2022-03-20 02:59:05
Quatre Cocos,1106643,-20.2078,57.7625,MU,25.05,84,34,0.87,2022-03-20 03:00:42
Saint-Estève,6441022,42.7131,2.843,FR,8.99,94,75,1.03,2022-03-20 03:00:43
Khasan,2039557,42.4308,130.6434,RU,1.5,46,99,2.17,2022-03-20 03:00:44
Akhtubinsk,583798,48.2795,46.1722,RU,-5.19,84,18,2.46,2022-03-20 03:00:45
Ponta Delgada,3372783,37.7333,-25.6667,PT,12.5,71,40,1.03,2022-03-20 03:00:46
Hervey Bay,2146219,-25.2986,152.8535,AU,25.68,59,27,8.75,2022-03-20 03:00:48
Luhyny,702679,51.082,28.4006,UA,-2.53,75,0,2.1,2022-03-20 03:00:49
Mareeba,2158767,-17.0,145.4333,AU,28.6,70,95,1.91,2022-03-20 03:00:04
Merano,3173577,46.6682,11.1595,IT,5.18,91,72,0.47,2022-03-20 03:00:53
Duluth,5024719,46.7833,-92.1066,US,4.71,61,75,4.12,2022-03-20 03:00:53
Ketchikan,5554428,55.3422,-131.6461,US,1.99,89,100,2.15,2022-03-20 03:00:54
Malinovskiy,1539045,61.1953,62.8397,RU,-4.54,91,74,3.52,2022-03-20 02:57:48
Saint-Pierre,935214,-21.3393,55.4781,RE,24.82,95,75,4.63,2022-03-20 03:00:04
Bairiki Village,7601762,1.3292,172.9752,KI,27.23,78,26,9.01,2022-03-20 03:00:57
Lewistown,5197850,40.5992,-77.5714,US,12.92,66,0,4.12,2022-03-20 03:00:58
Indianola,4861719,41.3581,-93.5574,US,9.97,56,11,3.85,2022-03-20 03:00:59
Kuala Kedah,1736305,6.1,100.3,MY,27.99,89,20,1.03,2022-03-20 02:57:35
Avera,4231997,33.194,-82.5271,US,15.73,63,96,5.9,2022-03-20 03:01:01
Longyearbyen,2729907,78.2186,15.6401,SJ,-7.09,68,20,8.75,2022-03-20 03:01:02
Ilebo,215976,-4.3167,20.5833,CD,20.83,97,69,0.56,2022-03-20 02:58:16
Ōhara,2111495,35.25,140.3833,JP,10.93,49,88,4.22,2022-03-20 03:01:04
Oktyabr'skoye,515805,43.0645,44.7417,RU,-4.92,92,100,4.0,2022-03-20 03:01:05
Siyabuswa,955313,-25.1132,29.0445,ZA,16.71,64,67,2.18,2022-03-20 03:01:06
Merauke,2082539,-8.4667,140.3333,ID,30.78,65,95,1.2,2022-03-20 03:01:07
Santa Marta,3668605,11.2408,-74.199,CO,28.83,66,85,10.73,2022-03-20 03:01:08
Muli,1337617,2.9167,73.5667,MV,28.04,76,70,7.84,2022-03-20 03:01:09
Lábrea,3663684,-7.2586,-64.7981,BR,23.29,99,100,0.49,2022-03-20 02:56:47
Beira,1052373,-19.8436,34.8389,MZ,21.49,88,100,4.56,2022-03-20 03:01:11
Bathurst,2176632,-33.4166,149.5806,AU,25.54,50,0,1.79,2022-03-20 03:00:06
Kavieng,2094342,-2.5744,150.7967,PG,29.88,67,31,4.65,2022-03-20 03:01:13
Khovd,1516048,48.0056,91.6419,MN,-5.77,51,98,1.19,2022-03-20 02:57:48
Atar,2381334,20.5169,-13.0499,MR,20.27,27,3,3.0,2022-03-20 03:01:16
Srednekolymsk,2121025,67.45,153.6833,RU,-14.76,84,90,5.46,2022-03-20 03:01:16
Great Yarmouth,2647984,52.6083,1.7305,GB,6.68,80,0,7.55,2022-03-20 03:01:17
Mīnāb,123941,27.1467,57.0801,IR,20.48,65,0,1.2,2022-03-20 03:01:19
Altar,4018700,30.7,-111.8167,MX,19.82,12,1,1.69,2022-03-20 03:01:21
Balassagyarmat,3055601,48.073,19.2961,HU,2.47,60,0,2.36,2022-03-20 03:01:21
Marataizes,3457819,-21.0433,-40.8244,BR,24.18,88,12,5.14,2022-03-20 03:01:24
Okhotsk,2122605,59.3833,143.3,RU,-4.63,84,100,4.24,2022-03-20 03:01:25
Iqaluit,5983720,63.7506,-68.5145,CA,-27.95,68,20,1.03,2022-03-20 02:58:06
Longuenesse,2997670,50.734,2.2352,FR,4.71,75,0,3.1,2022-03-20 03:01:27
Port Augusta,2063056,-32.5,137.7667,AU,32.44,34,100,1.51,2022-03-20 02:57:34
Gorin,2023943,51.1983,136.6669,RU,-4.85,82,100,2.38,2022-03-20 03:01:29
Rawson,3839307,-43.3002,-65.1023,AR,11.7,59,86,9.17,2022-03-20 02:56:35
Makakilo City,5850554,21.3469,-158.0858,US,26.98,58,14,3.31,2022-03-20 03:01:30
São Félix do Xingu,3388847,-6.6447,-51.995,BR,22.05,99,97,0.62,2022-03-20 03:01:31
Sanguem,1257399,15.2333,74.1667,IN,27.96,71,90,0.38,2022-03-20 03:01:32
Santa Isabel Rio Negro,3662489,-0.4139,-65.0192,BR,23.3,99,100,1.0,2022-03-20 03:01:32
Ozinki,513329,51.1786,49.6769,RU,-7.05,96,100,1.8,2022-03-20 03:01:33
Lata,2738381,40.1629,-8.3327,PT,14.95,59,100,4.47,2022-03-20 03:01:34
Bibiani,2303060,6.4635,-2.3194,GH,22.16,98,100,0.81,2022-03-20 02:58:05
Finschhafen,2097418,-6.6024,147.8681,PG,29.06,74,98,1.75,2022-03-20 03:01:36
Isangel,2136825,-19.55,169.2667,VU,25.07,89,100,3.01,2022-03-20 03:01:39
Dzilam González,3529654,21.2833,-88.9333,MX,25.47,78,67,1.85,2022-03-20 03:01:40
Singaraja,1626932,-8.112,115.0882,ID,28.46,78,96,1.25,2022-03-20 03:01:41
Brumado,3468893,-14.2036,-41.6653,BR,22.58,71,73,2.13,2022-03-20 02:57:44
El Salvador,3585968,13.8333,-88.9167,SV,22.25,78,84,0.36,2022-03-20 03:01:43
Derzhavīnsk,1524606,51.1,66.3167,KZ,-21.17,100,82,1.23,2022-03-20 03:01:43
Danjiangkou,1813828,32.5428,111.5086,CN,1.43,100,100,1.04,2022-03-20 02:57:12
Tashtagol,1490042,52.7657,87.8894,RU,-8.54,89,99,0.98,2022-03-20 02:56:50
Stephenville,4734350,32.2207,-98.2023,US,17.31,23,0,1.54,2022-03-20 03:01:46
Yeppoon,2142316,-23.1333,150.7333,AU,28.88,61,68,5.88,2022-03-20 03:01:47
Pokosnoye,2017842,55.5258,101.0536,RU,-6.01,85,100,6.41,2022-03-20 03:01:48
Madang,2091996,-5.2246,145.7966,PG,30.26,66,95,3.62,2022-03-20 03:01:49
Skole,693658,49.0372,23.5135,UA,-4.13,72,1,0.64,2022-03-20 03:01:49
Khilok,2022463,51.3674,110.4676,RU,-8.75,72,97,4.87,2022-03-20 03:01:50
Shache,1280037,38.4167,77.2406,CN,14.28,35,91,3.71,2022-03-20 03:01:51
Nome,5870133,64.5011,-165.4064,US,-18.01,92,4,1.85,2022-03-20 03:01:52
San Andrés,3670218,12.5847,-81.7006,CO,28.01,69,40,4.63,2022-03-20 02:57:15
Moranbah,6533368,-22.0016,148.0466,AU,30.48,28,21,7.0,2022-03-20 03:01:04
Baykit,1510689,61.67,96.37,RU,-3.0,90,100,4.8,2022-03-20 02:57:47
Port Said,358619,31.2565,32.2841,EG,10.99,66,40,7.2,2022-03-20 02:57:24
Mangaratiba,3457991,-22.9597,-44.0406,BR,25.48,90,100,2.33,2022-03-20 02:57:37
Puerto Suárez,3444199,-18.95,-57.8,BO,22.85,97,99,2.16,2022-03-20 03:01:58
Padre Bernardo,3455580,-15.35,-48.5,BR,20.86,67,68,0.86,2022-03-20 03:01:59
Constantine,2501152,36.365,6.6147,DZ,8.67,87,75,4.12,2022-03-20 03:01:59
São Miguel do Araguaia,3448455,-13.275,-50.1628,BR,23.03,76,10,0.14,2022-03-20 03:02:01
Sørland,3137469,67.667,12.6934,NO,6.58,89,99,15.83,2022-03-20 03:02:02
Maragogi,3395458,-9.0122,-35.2225,BR,25.46,82,7,2.17,2022-03-20 03:02:02
Lucea,3489657,18.451,-78.1736,JM,25.24,78,66,2.07,2022-03-20 03:02:03
Muş Province,304041,39.0,41.75,TR,-14.03,97,73,0.94,2022-03-20 03:02:04
Beauchamps,3034366,50.012,1.5176,FR,2.4,74,4,3.77,2022-03-20 03:02:05
Aykhal,2027296,66.0,111.5,RU,-11.02,92,100,4.87,2022-03-20 03:02:07
Te Anau,2181625,-45.4167,167.7167,NZ,19.64,51,60,1.29,2022-03-20 03:01:11
Cartagena,3687238,10.3997,-75.5144,CO,26.24,82,50,8.17,2022-03-20 03:02:10
Río Gallegos,3838859,-51.6226,-69.2181,AR,10.99,54,92,12.9,2022-03-20 03:02:11
Chivilcoy,3861344,-34.8957,-60.0167,AR,13.9,10,74,0.89,2022-03-20 02:57:22
Xining,1788852,36.6167,101.7667,CN,4.77,46,91,1.34,2022-03-20 03:02:13
Talara,3691582,-4.5772,-81.2719,PE,24.28,76,100,6.02,2022-03-20 03:02:14
Aripuanã,3665202,-9.1667,-60.6333,BR,22.55,98,52,0.37,2022-03-20 03:02:15
Saint-Augustin,6137462,51.226,-58.6502,CA,-14.04,94,94,1.83,2022-03-20 03:02:16
Qaqortoq,3420846,60.7167,-46.0333,GL,-15.71,91,38,1.69,2022-03-20 03:02:17
Wanning,1791779,18.8003,110.3967,CN,28.02,74,94,4.36,2022-03-20 03:02:18
Pochutla,3517970,15.7432,-96.4661,MX,26.57,66,6,1.81,2022-03-20 03:02:19
Hokitika,2206894,-42.7167,170.9667,NZ,20.58,56,100,2.25,2022-03-20 03:02:20
Mana,3381041,5.6592,-53.7767,GF,24.51,90,100,4.91,2022-03-20 03:02:20
Jieshi,1805857,22.8134,115.8257,CN,22.19,81,100,7.91,2022-03-20 03:02:21
